,Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate
2001 Australian Standard Population 
(per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)",,ICD-10 codes
37199,Incidence,Melanoma of the skin,1993,Females,Victoria,608,27.4,30.7, ,C43
37200,Incidence,Melanoma of the skin,1993,Females,Queensland,665,45.3,50.8, ,C43
37201,Incidence,Melanoma of the skin,1993,Females,Western Australia,332,42.8,46.8, ,C43
37202,Incidence,Melanoma of the skin,1993,Females,South Australia,270,35.6,40.2, ,C43
37203,Incidence,Melanoma of the skin,1993,Females,Tasmania,71,30.5,34.1, ,C43
37204,Incidence,Melanoma of the skin,1993,Females,Australian Capital Territory,36,30.1,32.9, ,C43
37205,Incidence,Melanoma of the skin,1993,Females,Northern Territory,12,19.3,20.6, ,C43
37206,Incidence,Melanoma of the skin,1993,Females,Australia,3058,35.7,39.9, ,C43
37207,Incidence,Melanoma of the skin,1993,Persons,New South Wales,2480,43.5,50.6, ,C43
37208,Incidence,Melanoma of the skin,1993,Persons,Victoria,1261,30,34.9, ,C43
37209,Incidence,Melanoma of the skin,1993,Persons,Queensland,1526,54.5,62.8, ,C43
37210,Incidence,Melanoma of the skin,1993,Persons,Western Australia,715,47.8,54.2, ,C43
37211,Incidence,Melanoma of the skin,1993,Persons,South Australia,536,37.4,42.8, ,C43
37212,Incidence,Melanoma of the skin,1993,Persons,Tasmania,139,31.3,36.6, ,C43
37213,Incidence,Melanoma of the skin,1993,Persons,Australian Capital Territory,74,33.3,37.9, ,C43
37214,Incidence,Melanoma of the skin,1993,Persons,Northern Territory,31,28.6,32.2, ,C43
37215,Incidence,Melanoma of the skin,1993,Persons,Australia,6770,41.3,47.7, ,C43
37216,Incidence,Melanoma of the skin,1994,Males,New South Wales,1351,50.7,60.4, ,C43
37217,Incidence,Melanoma of the skin,1994,Males,Victoria,683,34.9,41.1, ,C43
37218,Incidence,Melanoma of the skin,1994,Males,Queensland,925,67.3,78.4, ,C43
37219,Incidence,Melanoma of the skin,1994,Males,Western Australia,424,59.2,68.5, ,C43
37220,Incidence,Melanoma of the skin,1994,Males,South Australia,310,45.3,52.5, ,C43
37221,Incidence,Melanoma of the skin,1994,Males,Tasmania,81,37.8,44.9, ,C43
37222,Incidence,Melanoma of the skin,1994,Males,Australian Capital Territory,39,39.3,47, ,C43
37223,Incidence,Melanoma of the skin,1994,Males,Northern Territory,19,39.2,45.4, ,C43
37224,Incidence,Melanoma of the skin,1994,Males,Australia,3832,49.3,58, ,C43
37225,Incidence,Melanoma of the skin,1994,Females,New South Wales,1018,33.8,38, ,C43
37226,Incidence,Melanoma of the skin,1994,Females,Victoria,632,28.2,31.7, ,C43
37227,Incidence,Melanoma of the skin,1994,Females,Queensland,702,46.7,51.7, ,C43
37228,Incidence,Melanoma of the skin,1994,Females,Western Australia,351,44.5,49.1, ,C43
37229,Incidence,Melanoma of the skin,1994,Females,South Australia,303,39.5,44.2, ,C43
37230,Incidence,Melanoma of the skin,1994,Females,Tasmania,72,30.8,33.7, ,C43
37231,Incidence,Melanoma of the skin,1994,Females,Australian Capital Territory,35,28.1,30.9, ,C43
37232,Incidence,Melanoma of the skin,1994,Females,Northern Territory,13,20.5,21.7, ,C43
37233,Incidence,Melanoma of the skin,1994,Females,Australia,3118,35.7,39.9, ,C43
37234,Incidence,Melanoma of the skin,1994,Persons,New South Wales,2369,41,47.5, ,C43
37235,Incidence,Melanoma of the skin,1994,Persons,Victoria,1315,30.9,35.4, ,C43
37236,Incidence,Melanoma of the skin,1994,Persons,Queensland,1627,56.3,64, ,C43
37237,Incidence,Melanoma of the skin,1994,Persons,Western Australia,775,51.1,57.8, ,C43
37238,Incidence,Melanoma of the skin,1994,Persons,South Australia,613,41.8,47.7, ,C43
37239,Incidence,Melanoma of the skin,1994,Persons,Tasmania,153,33.5,38.3, ,C43
37240,Incidence,Melanoma of the skin,1994,Persons,Australian Capital Territory,74,32.7,37.5, ,C43
37241,Incidence,Melanoma of the skin,1994,Persons,Northern Territory,32,29.8,33.6, ,C43
37242,Incidence,Melanoma of the skin,1994,Persons,Australia,6950,41.6,47.7, ,C43
37243,Incidence,Melanoma of the skin,1995,Males,New South Wales,1422,52.5,63.5, ,C43
37244,Incidence,Melanoma of the skin,1995,Males,Victoria,770,38.6,45.4, ,C43
37245,Incidence,Melanoma of the skin,1995,Males,Queensland,1035,72.8,84.6, ,C43
37246,Incidence,Melanoma of the skin,1995,Males,Western Australia,479,64.6,76.2, ,C43
37247,Incidence,Melanoma of the skin,1995,Males,South Australia,288,42.2,48.8, ,C43
37248,Incidence,Melanoma of the skin,1995,Males,Tasmania,92,42.4,47.5, ,C43
37249,Incidence,Melanoma of the skin,1995,Males,Australian Capital Territory,43,41.9,51, ,C43
37250,Incidence,Melanoma of the skin,1995,Males,Northern Territory,18,33.1,38, ,C43
37251,Incidence,Melanoma of the skin,1995,Males,Australia,4155,52.4,61.9, ,C43
37252,Incidence,Melanoma of the skin,1995,Females,New South Wales,963,31.3,35.1, ,C43
37253,Incidence,Melanoma of the skin,1995,Females,Victoria,765,33.5,37.7, ,C43
37254,Incidence,Melanoma of the skin,1995,Females,Queensland,783,50.5,55.1, ,C43
37255,Incidence,Melanoma of the skin,1995,Females,Western Australia,358,43.8,48.4, ,C43
37256,Incidence,Melanoma of the skin,1995,Females,South Australia,296,38.4,42.3, ,C43
37257,Incidence,Melanoma of the skin,1995,Females,Tasmania,92,39,42.3, ,C43
37258,Incidence,Melanoma of the skin,1995,Females,Australian Capital Territory,38,30.5,33.9, ,C43
37259,Incidence,Melanoma of the skin,1995,Females,Northern Territory,14,22.6,25, ,C43
37260,Incidence,Melanoma of the skin,1995,Females,Australia,3319,37.2,41.4, ,C43
37261,Incidence,Melanoma of the skin,1995,Persons,New South Wales,2385,40.5,47.3, ,C43
37262,Incidence,Melanoma of the skin,1995,Persons,Victoria,1535,35.6,40.9, ,C43
37263,Incidence,Melanoma of the skin,1995,Persons,Queensland,1818,60.7,68.4, ,C43
37264,Incidence,Melanoma of the skin,1995,Persons,Western Australia,837,53.4,61.2, ,C43
37265,Incidence,Melanoma of the skin,1995,Persons,South Australia,584,39.6,44.5, ,C43
37266,Incidence,Melanoma of the skin,1995,Persons,Tasmania,184,40.6,44.8, ,C43
37267,Incidence,Melanoma of the skin,1995,Persons,Australian Capital Territory,81,35.1,40.7, ,C43
37268,Incidence,Melanoma of the skin,1995,Persons,Northern Territory,32,28,31.8, ,C43
37269,Incidence,Melanoma of the skin,1995,Persons,Australia,7474,43.8,50.3, ,C43
37270,Incidence,Melanoma of the skin,1996,Males,New South Wales,1462,53.1,64.3, ,C43
37271,Incidence,Melanoma of the skin,1996,Males,Victoria,864,42.7,50.3, ,C43
37272,Incidence,Melanoma of the skin,1996,Males,Queensland,1113,77.2,90.9, ,C43
37273,Incidence,Melanoma of the skin,1996,Males,Western Australia,430,56.9,66.9, ,C43
37274,Incidence,Melanoma of the skin,1996,Males,South Australia,311,45.4,54.4, ,C43
37275,Incidence,Melanoma of the skin,1996,Males,Tasmania,94,43.2,50.3, ,C43
37276,Incidence,Melanoma of the skin,1996,Males,Australian Capital Territory,44,42.5,51.8, ,C43
37277,Incidence,Melanoma of the skin,1996,Males,Northern Territory,20,35.5,40.7, ,C43
37278,Incidence,Melanoma of the skin,1996,Males,Australia,4351,54.1,64.3, ,C43
37279,Incidence,Melanoma of the skin,1996,Females,New South Wales,1069,34,38.5, ,C43
37280,Incidence,Melanoma of the skin,1996,Females,Victoria,820,35.7,39.3, ,C43
37281,Incidence,Melanoma of the skin,1996,Females,Queensland,864,54.6,60.8, ,C43
37282,Incidence,Melanoma of the skin,1996,Females,Western Australia,310,37.7,41.6, ,C43
37283,Incidence,Melanoma of the skin,1996,Females,South Australia,272,34.9,39.3, ,C43
37284,Incidence,Melanoma of the skin,1996,Females,Tasmania,95,40,42.4, ,C43
37285,Incidence,Melanoma of the skin,1996,Females,Australian Capital Territory,39,30.8,34.6, ,C43
37286,Incidence,Melanoma of the skin,1996,Females,Northern Territory,15,21.6,22.7, ,C43
37287,Incidence,Melanoma of the skin,1996,Females,Australia,3488,38.5,42.9, ,C43
37288,Incidence,Melanoma of the skin,1996,Persons,New South Wales,2531,42.2,49.5, ,C43
37289,Incidence,Melanoma of the skin,1996,Persons,Victoria,1684,38.4,43.7, ,C43
37290,Incidence,Melanoma of the skin,1996,Persons,Queensland,1977,64.7,74, ,C43
37291,Incidence,Melanoma of the skin,1996,Persons,Western Australia,740,46.4,52.9, ,C43
37292,Incidence,Melanoma of the skin,1996,Persons,South Australia,583,39.1,45.3, ,C43
37293,Incidence,Melanoma of the skin,1996,Persons,Tasmania,189,41.1,45.7, ,C43
37294,Incidence,Melanoma of the skin,1996,Persons,Australian Capital Territory,84,35.5,41.2, ,C43
37295,Incidence,Melanoma of the skin,1996,Persons,Northern Territory,35,28.6,31.7, ,C43
37296,Incidence,Melanoma of the skin,1996,Persons,Australia,7839,45.2,52, ,C43
37297,Incidence,Melanoma of the skin,1997,Males,New South Wales,1633,57.1,68.5, ,C43
37298,Incidence,Melanoma of the skin,1997,Males,Victoria,899,42.9,50.3, ,C43
37299,Incidence,Melanoma of the skin,1997,Males,Queensland,1236,82.8,97.3, ,C43
37300,Incidence,Melanoma of the skin,1997,Males,Western Australia,398,51.7,61.2, ,C43
37301,Incidence,Melanoma of the skin,1997,Males,South Australia,344,48.2,55.8, ,C43
37302,Incidence,Melanoma of the skin,1997,Males,Tasmania,91,41.8,48.9, ,C43
37303,Incidence,Melanoma of the skin,1997,Males,Australian Capital Territory,51,46,55.1, ,C43
37304,Incidence,Melanoma of the skin,1997,Males,Northern Territory,19,28.8,31.6, ,C43
37305,Incidence,Melanoma of the skin,1997,Males,Australia,4696,56.3,66.6, ,C43
37306,Incidence,Melanoma of the skin,1997,Females,New South Wales,1162,36.4,41.1, ,C43
37307,Incidence,Melanoma of the skin,1997,Females,Victoria,913,38.8,43.3, ,C43
37308,Incidence,Melanoma of the skin,1997,Females,Queensland,893,55.2,60.1, ,C43
37309,Incidence,Melanoma of the skin,1997,Females,Western Australia,294,34.3,38.1, ,C43
37310,Incidence,Melanoma of the skin,1997,Females,South Australia,319,40.2,45.1, ,C43
37311,Incidence,Melanoma of the skin,1997,Females,Tasmania,98,40.2,44.1, ,C43
37312,Incidence,Melanoma of the skin,1997,Females,Australian Capital Territory,42,32.2,36.2, ,C43
37313,Incidence,Melanoma of the skin,1997,Females,Northern Territory,16,23.3,24.3, ,C43
37314,Incidence,Melanoma of the skin,1997,Females,Australia,3751,40.6,45.2, ,C43
37315,Incidence,Melanoma of the skin,1997,Persons,New South Wales,2795,45.6,53.3, ,C43
37316,Incidence,Melanoma of the skin,1997,Persons,Victoria,1812,40.4,46.1, ,C43
37317,Incidence,Melanoma of the skin,1997,Persons,Queensland,2129,67.8,76.9, ,C43
37318,Incidence,Melanoma of the skin,1997,Persons,Western Australia,692,42.4,48.8, ,C43
37319,Incidence,Melanoma of the skin,1997,Persons,South Australia,663,43.6,49.7, ,C43
37320,Incidence,Melanoma of the skin,1997,Persons,Tasmania,189,40.5,45.6, ,C43
37321,Incidence,Melanoma of the skin,1997,Persons,Australian Capital Territory,93,38.3,44.3, ,C43
37322,Incidence,Melanoma of the skin,1997,Persons,Northern Territory,36,26.1,28.1, ,C43
37323,Incidence,Melanoma of the skin,1997,Persons,Australia,8447,47.6,54.6, ,C43
37324,Incidence,Melanoma of the skin,1998,Males,New South Wales,1558,53.7,64.9, ,C43
37325,Incidence,Melanoma of the skin,1998,Males,Victoria,791,37.7,44.5, ,C43
37326,Incidence,Melanoma of the skin,1998,Males,Queensland,1230,79.8,93.5, ,C43
37327,Incidence,Melanoma of the skin,1998,Males,Western Australia,427,54.3,64.9, ,C43
37328,Incidence,Melanoma of the skin,1998,Males,South Australia,301,42.2,50.4, ,C43
37329,Incidence,Melanoma of the skin,1998,Males,Tasmania,86,39.4,47.9, ,C43
37330,Incidence,Melanoma of the skin,1998,Males,Australian Capital Territory,56,48.5,57.9, ,C43
37331,Incidence,Melanoma of the skin,1998,Males,Northern Territory,22,31.5,34.4, ,C43
37332,Incidence,Melanoma of the skin,1998,Males,Australia,4482,53,63, ,C43
37333,Incidence,Melanoma of the skin,1998,Females,New South Wales,1120,34.4,38.8, ,C43
37334,Incidence,Melanoma of the skin,1998,Females,Victoria,751,31.5,35, ,C43
37335,Incidence,Melanoma of the skin,1998,Females,Queensland,908,54.8,61, ,C43
37336,Incidence,Melanoma of the skin,1998,Females,Western Australia,327,37.6,42.7, ,C43
37337,Incidence,Melanoma of the skin,1998,Females,South Australia,276,34.3,38.7, ,C43
37338,Incidence,Melanoma of the skin,1998,Females,Tasmania,84,34.5,38, ,C43
37339,Incidence,Melanoma of the skin,1998,Females,Australian Capital Territory,42,31.5,35.4, ,C43
37340,Incidence,Melanoma of the skin,1998,Females,Northern Territory,15,20.7,21.8, ,C43
37341,Incidence,Melanoma of the skin,1998,Females,Australia,3518,37.4,41.8, ,C43
37342,Incidence,Melanoma of the skin,1998,Persons,New South Wales,2678,42.9,50.1, ,C43
37343,Incidence,Melanoma of the skin,1998,Persons,Victoria,1542,34,38.9, ,C43
37344,Incidence,Melanoma of the skin,1998,Persons,Queensland,2138,66.5,76, ,C43
37345,Incidence,Melanoma of the skin,1998,Persons,Western Australia,754,45.1,52.5, ,C43
37346,Incidence,Melanoma of the skin,1998,Persons,South Australia,577,37.5,43.5, ,C43
37347,Incidence,Melanoma of the skin,1998,Persons,Tasmania,170,36,41.5, ,C43
37348,Incidence,Melanoma of the skin,1998,Persons,Australian Capital Territory,97,39.3,45.5, ,C43
37349,Incidence,Melanoma of the skin,1998,Persons,Northern Territory,37,26.5,28.5, ,C43
37350,Incidence,Melanoma of the skin,1998,Persons,Australia,8000,44.3,51.1, ,C43
37351,Incidence,Melanoma of the skin,1999,Males,New South Wales,1650,55.4,66.7, ,C43
37352,Incidence,Melanoma of the skin,1999,Males,Victoria,884,41.6,49.9, ,C43
37353,Incidence,Melanoma of the skin,1999,Males,Queensland,1152,73.3,86.5, ,C43
37354,Incidence,Melanoma of the skin,1999,Males,Western Australia,550,68.1,81.3, ,C43
37355,Incidence,Melanoma of the skin,1999,Males,South Australia,317,43.7,52.1, ,C43
37356,Incidence,Melanoma of the skin,1999,Males,Tasmania,89,38.7,44.2, ,C43
37357,Incidence,Melanoma of the skin,1999,Males,Australian Capital Territory,61,51.1,60.7, ,C43
37358,Incidence,Melanoma of the skin,1999,Males,Northern Territory,24,34.4,38.3, ,C43
37359,Incidence,Melanoma of the skin,1999,Males,Australia,4736,54.8,65.4, ,C43
37360,Incidence,Melanoma of the skin,1999,Females,New South Wales,1129,34.1,38.3, ,C43
37361,Incidence,Melanoma of the skin,1999,Females,Victoria,784,32,36.2, ,C43
37362,Incidence,Melanoma of the skin,1999,Females,Queensland,898,52.8,58.4, ,C43
37363,Incidence,Melanoma of the skin,1999,Females,Western Australia,395,43.7,48.4, ,C43
37364,Incidence,Melanoma of the skin,1999,Females,South Australia,288,35.7,39.3, ,C43
37365,Incidence,Melanoma of the skin,1999,Females,Tasmania,102,41.2,45, ,C43
37366,Incidence,Melanoma of the skin,1999,Females,Australian Capital Territory,45,33.6,38.2, ,C43
37367,Incidence,Melanoma of the skin,1999,Females,Northern Territory,16,25.8,28.8, ,C43
37368,Incidence,Melanoma of the skin,1999,Females,Australia,3661,38.1,42.5, ,C43
37369,Incidence,Melanoma of the skin,1999,Persons,New South Wales,2779,43.6,50.9, ,C43
37370,Incidence,Melanoma of the skin,1999,Persons,Victoria,1668,36,41.9, ,C43
37371,Incidence,Melanoma of the skin,1999,Persons,Queensland,2050,62.1,71, ,C43
37372,Incidence,Melanoma of the skin,1999,Persons,Western Australia,945,54.7,63.3, ,C43
37373,Incidence,Melanoma of the skin,1999,Persons,South Australia,605,38.8,44.5, ,C43
37374,Incidence,Melanoma of the skin,1999,Persons,Tasmania,191,39.9,44.6, ,C43
37375,Incidence,Melanoma of the skin,1999,Persons,Australian Capital Territory,107,41.8,48.5, ,C43
37376,Incidence,Melanoma of the skin,1999,Persons,Northern Territory,39,30.6,34.2, ,C43
37377,Incidence,Melanoma of the skin,1999,Persons,Australia,8397,45.5,52.6, ,C43
37378,Incidence,Melanoma of the skin,2000,Males,New South Wales,1636,54,65.2, ,C43
37379,Incidence,Melanoma of the skin,2000,Males,Victoria,892,40.6,48.9, ,C43
37380,Incidence,Melanoma of the skin,2000,Males,Queensland,1301,80.7,95, ,C43
37381,Incidence,Melanoma of the skin,2000,Males,Western Australia,532,63.5,75.2, ,C43
37382,Incidence,Melanoma of the skin,2000,Males,South Australia,339,45.8,55.2, ,C43
37383,Incidence,Melanoma of the skin,2000,Males,Tasmania,110,48.7,58, ,C43
37384,Incidence,Melanoma of the skin,2000,Males,Australian Capital Territory,61,49,57, ,C43
37385,Incidence,Melanoma of the skin,2000,Males,Northern Territory,26,35.8,39.8, ,C43
37386,Incidence,Melanoma of the skin,2000,Males,Australia,4890,55.4,66.1, ,C43
37387,Incidence,Melanoma of the skin,2000,Females,New South Wales,1189,35.1,40.1, ,C43
37388,Incidence,Melanoma of the skin,2000,Females,Victoria,839,33.5,38.3, ,C43
37389,Incidence,Melanoma of the skin,2000,Females,Queensland,964,55.1,61.2, ,C43
37390,Incidence,Melanoma of the skin,2000,Females,Western Australia,372,40.4,45.3, ,C43
37391,Incidence,Melanoma of the skin,2000,Females,South Australia,275,33.1,37.2, ,C43
37392,Incidence,Melanoma of the skin,2000,Females,Tasmania,118,48,52.4, ,C43
37393,Incidence,Melanoma of the skin,2000,Females,Australian Capital Territory,43,30.7,34.5, ,C43
37394,Incidence,Melanoma of the skin,2000,Females,Northern Territory,19,28,30.2, ,C43
37395,Incidence,Melanoma of the skin,2000,Females,Australia,3826,38.9,43.9, ,C43
37396,Incidence,Melanoma of the skin,2000,Persons,New South Wales,2825,43.5,51, ,C43
37397,Incidence,Melanoma of the skin,2000,Persons,Victoria,1731,36.5,42.9, ,C43
37398,Incidence,Melanoma of the skin,2000,Persons,Queensland,2265,67,76.7, ,C43
37399,Incidence,Melanoma of the skin,2000,Persons,Western Australia,904,51.1,59, ,C43
37400,Incidence,Melanoma of the skin,2000,Persons,South Australia,614,38.5,44.9, ,C43
37401,Incidence,Melanoma of the skin,2000,Persons,Tasmania,228,47.3,53.7, ,C43
37402,Incidence,Melanoma of the skin,2000,Persons,Australian Capital Territory,105,39.4,45.2, ,C43
37403,Incidence,Melanoma of the skin,2000,Persons,Northern Territory,45,32.3,35.4, ,C43
37404,Incidence,Melanoma of the skin,2000,Persons,Australia,8716,46.2,53.7, ,C43
37405,Incidence,Melanoma of the skin,2001,Males,New South Wales,1760,56.9,69.1, ,C43
37406,Incidence,Melanoma of the skin,2001,Males,Victoria,927,41.5,49.4, ,C43
37407,Incidence,Melanoma of the skin,2001,Males,Queensland,1357,81.9,97.4, ,C43
37408,Incidence,Melanoma of the skin,2001,Males,Western Australia,511,59.6,70.5, ,C43
37409,Incidence,Melanoma of the skin,2001,Males,South Australia,369,48.8,56.7, ,C43
37410,Incidence,Melanoma of the skin,2001,Males,Tasmania,103,44.3,53.3, ,C43
37411,Incidence,Melanoma of the skin,2001,Males,Australian Capital Territory,61,47.1,54.8, ,C43
37412,Incidence,Melanoma of the skin,2001,Males,Northern Territory,26,35.8,40.7, ,C43
37413,Incidence,Melanoma of the skin,2001,Males,Australia,5101,56.4,67.5, ,C43
37414,Incidence,Melanoma of the skin,2001,Females,New South Wales,1245,36.1,41.1, ,C43
37415,Incidence,Melanoma of the skin,2001,Females,Victoria,813,32.2,36.3, ,C43
37416,Incidence,Melanoma of the skin,2001,Females,Queensland,992,55.5,61.7, ,C43
37417,Incidence,Melanoma of the skin,2001,Females,Western Australia,396,42,47.5, ,C43
37418,Incidence,Melanoma of the skin,2001,Females,South Australia,254,30.5,33.7, ,C43
37419,Incidence,Melanoma of the skin,2001,Females,Tasmania,106,42.2,46.9, ,C43
37420,Incidence,Melanoma of the skin,2001,Females,Australian Capital Territory,48,33.4,37.7, ,C43
37421,Incidence,Melanoma of the skin,2001,Females,Northern Territory,21,30.1,32.7, ,C43
37422,Incidence,Melanoma of the skin,2001,Females,Australia,3896,38.9,43.8, ,C43
37423,Incidence,Melanoma of the skin,2001,Persons,New South Wales,3005,45.3,53.4, ,C43
37424,Incidence,Melanoma of the skin,2001,Persons,Victoria,1740,36,41.7, ,C43
37425,Incidence,Melanoma of the skin,2001,Persons,Queensland,2349,67.6,77.9, ,C43
37426,Incidence,Melanoma of the skin,2001,Persons,Western Australia,907,50,57.9, ,C43
37427,Incidence,Melanoma of the skin,2001,Persons,South Australia,623,38.9,44.2, ,C43
37428,Incidence,Melanoma of the skin,2001,Persons,Tasmania,209,42.5,48.9, ,C43
37429,Incidence,Melanoma of the skin,2001,Persons,Australian Capital Territory,109,40.1,46.1, ,C43
37430,Incidence,Melanoma of the skin,2001,Persons,Northern Territory,47,33.3,37.2, ,C43
37431,Incidence,Melanoma of the skin,2001,Persons,Australia,8997,46.7,54.2, ,C43
37432,Incidence,Melanoma of the skin,2002,Males,New South Wales,1987,62.8,76.5, ,C43
37433,Incidence,Melanoma of the skin,2002,Males,Victoria,996,43.5,52.2, ,C43
37434,Incidence,Melanoma of the skin,2002,Males,Queensland,1465,85.5,101.2, ,C43
37435,Incidence,Melanoma of the skin,2002,Males,Western Australia,637,72.1,85.9, ,C43
37436,Incidence,Melanoma of the skin,2002,Males,South Australia,339,44.1,52.1, ,C43
37437,Incidence,Melanoma of the skin,2002,Males,Tasmania,115,48.3,55.9, ,C43
37438,Incidence,Melanoma of the skin,2002,Males,Australian Capital Territory,59,44.2,51.3, ,C43
37439,Incidence,Melanoma of the skin,2002,Males,Northern Territory,25,33.3,37.8, ,C43
37440,Incidence,Melanoma of the skin,2002,Males,Australia,5620,60.7,72.7, ,C43
37441,Incidence,Melanoma of the skin,2002,Females,New South Wales,1347,38.5,44.1, ,C43
37442,Incidence,Melanoma of the skin,2002,Females,Victoria,834,32.2,36.3, ,C43
37443,Incidence,Melanoma of the skin,2002,Females,Queensland,1096,59.3,66.7, ,C43
37444,Incidence,Melanoma of the skin,2002,Females,Western Australia,444,46.2,52.8, ,C43
37445,Incidence,Melanoma of the skin,2002,Females,South Australia,333,39.1,44.3, ,C43
37446,Incidence,Melanoma of the skin,2002,Females,Tasmania,109,42.5,47.4, ,C43
37447,Incidence,Melanoma of the skin,2002,Females,Australian Capital Territory,49,33.5,38, ,C43
37448,Incidence,Melanoma of the skin,2002,Females,Northern Territory,20,28.3,31.1, ,C43
37449,Incidence,Melanoma of the skin,2002,Females,Australia,4235,41.4,46.9, ,C43
37450,Incidence,Melanoma of the skin,2002,Persons,New South Wales,3334,49.4,58.5, ,C43
37451,Incidence,Melanoma of the skin,2002,Persons,Victoria,1830,37.2,43.2, ,C43
37452,Incidence,Melanoma of the skin,2002,Persons,Queensland,2561,71.4,82.6, ,C43
37453,Incidence,Melanoma of the skin,2002,Persons,Western Australia,1081,58.1,67.7, ,C43
37454,Incidence,Melanoma of the skin,2002,Persons,South Australia,672,41.1,47.4, ,C43
37455,Incidence,Melanoma of the skin,2002,Persons,Tasmania,224,45.2,51.3, ,C43
37456,Incidence,Melanoma of the skin,2002,Persons,Australian Capital Territory,108,38.8,44.5, ,C43
37457,Incidence,Melanoma of the skin,2002,Persons,Northern Territory,45,31.2,34.9, ,C43
37458,Incidence,Melanoma of the skin,2002,Persons,Australia,9855,50.1,58.4, ,C43
37459,Incidence,Melanoma of the skin,2003,Males,New South Wales,1899,59.6,72.2, ,C43
37460,Incidence,Melanoma of the skin,2003,Males,Victoria,985,42.2,51, ,C43
37461,Incidence,Melanoma of the skin,2003,Males,Queensland,1422,79.9,95.6, ,C43
37462,Incidence,Melanoma of the skin,2003,Males,Western Australia,674,73.8,87.6, ,C43
37463,Incidence,Melanoma of the skin,2003,Males,South Australia,377,48.4,58.1, ,C43
37464,Incidence,Melanoma of the skin,2003,Males,Tasmania,119,49.6,57.5, ,C43
37465,Incidence,Melanoma of the skin,2003,Males,Australian Capital Territory,59,45.1,53.2, ,C43
37466,Incidence,Melanoma of the skin,2003,Males,Northern Territory,27,36.2,41.5, ,C43
37467,Incidence,Melanoma of the skin,2003,Males,Australia,5578,59.1,71, ,C43
37468,Incidence,Melanoma of the skin,2003,Females,New South Wales,1370,38.5,44, ,C43
37469,Incidence,Melanoma of the skin,2003,Females,Victoria,774,29.4,33.6, ,C43
37470,Incidence,Melanoma of the skin,2003,Females,Queensland,1017,53.4,59.9, ,C43
37471,Incidence,Melanoma of the skin,2003,Females,Western Australia,416,42.2,48, ,C43
37472,Incidence,Melanoma of the skin,2003,Females,South Australia,287,33.3,37.9, ,C43
37473,Incidence,Melanoma of the skin,2003,Females,Tasmania,98,37.9,41.7, ,C43
37474,Incidence,Melanoma of the skin,2003,Females,Australian Capital Territory,50,33,37.4, ,C43
37475,Incidence,Melanoma of the skin,2003,Females,Northern Territory,22,28.9,31.1, ,C43
37476,Incidence,Melanoma of the skin,2003,Females,Australia,4026,38.7,43.8, ,C43
37477,Incidence,Melanoma of the skin,2003,Persons,New South Wales,3269,47.8,56.3, ,C43
37478,Incidence,Melanoma of the skin,2003,Persons,Victoria,1759,35,41.2, ,C43
37479,Incidence,Melanoma of the skin,2003,Persons,Queensland,2439,65.7,76.3, ,C43
37480,Incidence,Melanoma of the skin,2003,Persons,Western Australia,1090,57.1,66.5, ,C43
37481,Incidence,Melanoma of the skin,2003,Persons,South Australia,664,39.7,46.4, ,C43
37482,Incidence,Melanoma of the skin,2003,Persons,Tasmania,217,43.2,48.8, ,C43
37483,Incidence,Melanoma of the skin,2003,Persons,Australian Capital Territory,109,38.7,44.8, ,C43
37484,Incidence,Melanoma of the skin,2003,Persons,Northern Territory,49,33,36.9, ,C43
37485,Incidence,Melanoma of the skin,2003,Persons,Australia,9604,47.8,55.9, ,C43
37486,Incidence,Melanoma of the skin,2004,Males,New South Wales,2001,61.6,75.5, ,C43
37487,Incidence,Melanoma of the skin,2004,Males,Victoria,1093,45.9,55.7, ,C43
37488,Incidence,Melanoma of the skin,2004,Males,Queensland,1323,72.7,87.3, ,C43
37489,Incidence,Melanoma of the skin,2004,Males,Western Australia,581,63,76.9, ,C43
37490,Incidence,Melanoma of the skin,2004,Males,South Australia,383,48,57.2, ,C43
37491,Incidence,Melanoma of the skin,2004,Males,Tasmania,117,47.1,56.5, ,C43
37492,Incidence,Melanoma of the skin,2004,Males,Australian Capital Territory,60,45.6,54.6, ,C43
37493,Incidence,Melanoma of the skin,2004,Males,Northern Territory,28,35.4,39.9, ,C43
37494,Incidence,Melanoma of the skin,2004,Males,Australia,5602,58.2,70.6, ,C43
37495,Incidence,Melanoma of the skin,2004,Females,New South Wales,1459,40.7,46.4, ,C43
37496,Incidence,Melanoma of the skin,2004,Females,Victoria,877,32.9,37.8, ,C43
37497,Incidence,Melanoma of the skin,2004,Females,Queensland,1050,53.4,60.6, ,C43
37498,Incidence,Melanoma of the skin,2004,Females,Western Australia,414,41.1,46.9, ,C43
37499,Incidence,Melanoma of the skin,2004,Females,South Australia,292,33.1,37.8, ,C43
37500,Incidence,Melanoma of the skin,2004,Females,Tasmania,100,37.4,40.8, ,C43
37501,Incidence,Melanoma of the skin,2004,Females,Australian Capital Territory,53,34.3,38.7, ,C43
37502,Incidence,Melanoma of the skin,2004,Females,Northern Territory,22,25.8,26.5, ,C43
37503,Incidence,Melanoma of the skin,2004,Females,Australia,4274,40.3,45.9, ,C43
37504,Incidence,Melanoma of the skin,2004,Persons,New South Wales,3460,49.8,59, ,C43
